sub	learn-doors	t	cond	onset	open_d	door	door_p	tgt_door	tgt_found	x	y
1	1	1	1	1.097	10	0	0.000	4	1	1832	1301.000
1	1	1	1	1.112	10	0	0.000	4	1	1832	1301.000
1	1	2	1	0.028	0	0	0.000	4	0	1832	1301.000
1	1	2	1	0.050	0	0	0.000	4	0	1832	1301.000
1	1	2	1	0.076	0	0	0.000	4	0	1832	1301.000
1	1	2	1	0.094	0	0	0.000	4	0	1832	1301.000
1	1	2	1	0.111	0	0	0.000	4	0	1833	1301.000
1	1	2	1	0.129	0	0	0.000	4	0	1846	1295.000
1	1	2	1	0.140	0	0	0.000	4	0	1879	1284.000
1	1	2	1	0.161	0	0	0.000	4	0	1942	1262.000
1	1	2	1	0.178	9	11	0.000	4	0	2041	1221.000
1	1	2	1	0.195	0	0	0.000	4	0	2076	1209.000
1	1	2	1	0.207	0	0	0.000	4	0	2082	1207.000
1	1	2	1	0.227	0	0	0.000	4	0	2088	1207.000
1	1	2	1	0.243	0	0	0.000	4	0	2085	1211.000
1	1	2	1	0.260	0	0	0.000	4	0	2069	1223.000
1	1	2	1	0.277	0	0	0.000	4	0	2043	1239.000
1	1	2	1	0.293	0	0	0.000	4	0	2005	1261.000
1	1	2	1	0.310	0	0	0.000	4	0	1947	1284.000
1	1	2	1	0.327	0	0	0.000	4	0	1904	1301.000
1	1	2	1	0.343	9	8	0.000	4	0	1841	1318.000
1	1	2	1	0.383	9	8	0.000	4	0	1814	1321.000
1	1	2	1	0.392	9	8	0.000	4	0	1814	1321.000
1	1	2	1	0.401	9	8	0.000	4	0	1814	1321.000
1	1	2	1	0.412	9	8	0.000	4	0	1814	1321.000
1	1	2	1	0.429	9	8	0.000	4	0	1814	1320.000
1	1	2	1	0.445	9	8	0.000	4	0	1818	1316.000
1	1	2	1	0.462	9	8	0.000	4	0	1825	1309.000
1	1	2	1	0.479	0	0	0.000	4	0	1866	1280.000
1	1	2	1	0.495	0	0	0.000	4	0	1920	1253.000
1	1	2	1	0.512	9	11	0.000	4	0	1992	1225.000
1	1	2	1	0.529	9	11	0.000	4	0	2033	1209.000
1	1	2	1	0.545	0	0	0.000	4	0	2080	1193.000
1	1	2	1	0.562	0	0	0.000	4	0	2089	1187.000
1	1	2	1	0.579	0	0	0.000	4	0	2091	1186.000
1	1	2	1	0.595	0	0	0.000	4	0	2091	1186.000
1	1	2	1	0.612	0	0	0.000	4	0	2091	1186.000
1	1	2	1	0.629	0	0	0.000	4	0	2090	1187.000
1	1	2	1	0.646	0	0	0.000	4	0	2080	1194.000
1	1	2	1	0.662	9	11	0.000	4	0	2060	1210.000
1	1	2	1	0.679	9	11	0.000	4	0	2038	1225.000
1	1	2	1	0.695	0	0	0.000	4	0	1978	1256.000
1	1	2	1	0.712	0	0	0.000	4	0	1951	1268.000
1	1	2	1	0.729	0	0	0.000	4	0	1920	1281.000
1	1	2	1	0.745	0	0	0.000	4	0	1892	1292.000
1	1	2	1	0.762	9	8	0.000	4	0	1847	1311.000
1	1	2	1	0.779	9	8	0.000	4	0	1806	1329.000
1	1	2	1	0.795	9	8	0.000	4	0	1788	1338.000
1	1	2	1	0.812	9	8	0.000	4	0	1781	1341.000
1	1	2	1	0.829	9	8	0.000	4	0	1772	1345.000
1	1	2	1	0.846	0	0	0.000	4	0	1759	1348.000
1	1	2	1	0.862	0	0	0.000	4	0	1746	1353.000
1	1	2	1	0.879	0	0	0.000	4	0	1734	1357.000
1	1	2	1	0.895	0	0	0.000	4	0	1728	1359.000
1	1	2	1	0.912	0	0	0.000	4	0	1725	1359.000
1	1	2	1	0.929	0	0	0.000	4	0	1722	1360.000
1	1	2	1	0.945	0	0	0.000	4	0	1719	1360.000
1	1	2	1	0.962	0	0	0.000	4	0	1712	1362.000
1	1	2	1	0.979	0	0	0.000	4	0	1701	1366.000
1	1	2	1	0.995	9	4	0.000	4	0	1687	1370.000
1	1	2	1	1.012	9	4	0.000	4	0	1654	1376.000
1	1	2	1	1.029	9	4	0.000	4	0	1633	1381.000
1	1	2	1	1.045	9	4	0.000	4	0	1620	1382.000
1	1	2	1	1.062	9	4	0.000	4	0	1615	1382.000
1	1	2	1	1.079	9	4	0.000	4	0	1614	1382.000
1	1	2	1	1.095	1	4	0.250	4	0	1614	1382.000
1	1	2	1	1.112	1	4	0.250	4	1	1614	1382.000
1	1	2	1	1.158	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.173	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.189	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.204	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.219	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.234	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.249	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.264	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.279	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.294	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.310	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.325	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.340	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.355	10	4	0.250	4	1	1614	1382.000
1	1	2	1	1.370	10	4	0.250	4	1	1622	1378.000
1	1	2	1	1.386	10	4	0.250	4	1	1693	1354.000
1	1	2	1	1.401	10	0	0.000	4	1	1738	1339.000
1	1	2	1	1.416	10	8	0.000	4	1	1779	1327.000
1	1	2	1	1.431	10	8	0.000	4	1	1808	1319.000
1	1	2	1	1.446	10	8	0.000	4	1	1833	1312.000
1	1	2	1	1.461	10	0	0.000	4	1	1861	1305.000
1	1	2	1	1.476	10	0	0.000	4	1	1888	1299.000
1	1	2	1	1.492	10	0	0.000	4	1	1931	1286.000
1	1	3	1	0.019	0	0	0.000	15	0	1980	1274.000
1	1	3	1	0.036	0	0	0.000	15	0	2034	1262.000
1	1	3	1	0.052	0	0	0.000	15	0	2063	1256.000
1	1	3	1	0.069	0	0	0.000	15	0	2078	1253.000
1	1	3	1	0.086	0	0	0.000	15	0	2085	1252.000
1	1	3	1	0.102	0	0	0.000	15	0	2085	1252.000
1	1	3	1	0.119	0	0	0.000	15	0	2085	1252.000
1	1	3	1	0.136	0	0	0.000	15	0	2085	1252.000
1	1	3	1	0.152	0	0	0.000	15	0	2085	1252.000
1	1	3	1	0.169	0	0	0.000	15	0	2075	1261.000
1	1	3	1	0.186	0	0	0.000	15	0	2052	1276.000
1	1	3	1	0.202	0	0	0.000	15	0	2028	1291.000
1	1	3	1	0.219	0	0	0.000	15	0	1999	1302.000
1	1	3	1	0.235	0	0	0.000	15	0	1954	1315.000
1	1	3	1	0.252	9	8	0.000	15	0	1868	1335.000
1	1	3	1	0.269	9	8	0.000	15	0	1816	1344.000
1	1	3	1	0.285	0	0	0.000	15	0	1762	1352.000
1	1	3	1	0.302	0	0	0.000	15	0	1720	1357.000
1	1	3	1	0.319	9	4	0.000	15	0	1683	1362.000
1	1	3	1	0.336	9	4	0.000	15	0	1643	1368.000
1	1	3	1	0.352	9	4	0.000	15	0	1625	1372.000
1	1	3	1	0.369	9	4	0.000	15	0	1617	1373.000
1	1	3	1	0.386	9	4	0.000	15	0	1613	1374.000
1	1	3	1	0.402	9	4	0.000	15	0	1610	1375.000
1	1	3	1	0.419	9	4	0.000	15	0	1608	1376.000
1	1	3	1	0.436	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.452	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.469	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.486	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.502	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.519	1	4	0.250	15	0	1608	1377.000
1	1	3	1	0.536	1	4	0.250	15	0	1608	1377.000
1	1	3	1	0.553	1	4	0.250	15	0	1608	1377.000
1	1	3	1	0.569	1	4	0.250	15	0	1608	1377.000
1	1	3	1	0.586	1	4	0.250	15	0	1608	1377.000
1	1	3	1	0.603	1	4	0.250	15	0	1608	1377.000
1	1	3	1	0.652	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.669	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.686	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.702	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.719	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.736	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.752	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.769	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.786	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.802	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.819	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.836	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.852	9	4	0.000	15	0	1608	1377.000
1	1	3	1	0.869	9	4	0.000	15	0	1628	1368.000
1	1	3	1	0.886	9	4	0.000	15	0	1690	1349.000
1	1	3	1	0.902	9	8	0.000	15	0	1782	1326.000
1	1	3	1	0.919	0	0	0.000	15	0	1872	1302.000
1	1	3	1	0.936	0	0	0.000	15	0	2018	1261.000
1	1	3	1	0.952	0	0	0.000	15	0	2080	1241.000
1	1	3	1	0.969	0	0	0.000	15	0	2114	1229.000
1	1	3	1	0.986	0	0	0.000	15	0	2133	1223.000
1	1	3	1	1.002	0	0	0.000	15	0	2148	1217.000
1	1	3	1	1.019	0	0	0.000	15	0	2155	1215.000
1	1	3	1	1.036	9	15	0.000	15	0	2161	1213.000
1	1	3	1	1.052	9	15	0.000	15	0	2167	1210.000
1	1	3	1	1.069	9	15	0.000	15	0	2173	1207.000
1	1	3	1	1.086	9	15	0.000	15	0	2187	1202.000
1	1	3	1	1.102	9	15	0.000	15	0	2207	1195.000
1	1	3	1	1.119	9	15	0.000	15	0	2225	1189.000
1	1	3	1	1.136	9	15	0.000	15	0	2248	1183.000
1	1	3	1	1.152	9	15	0.000	15	0	2259	1181.000
1	1	3	1	1.169	9	15	0.000	15	0	2259	1181.000
1	1	3	1	1.186	9	15	0.000	15	0	2259	1181.000
1	1	3	1	1.202	9	15	0.000	15	0	2259	1181.000
1	1	3	1	1.219	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.236	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.252	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.269	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.286	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.302	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.319	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.336	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.352	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.369	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.386	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.402	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.419	9	15	0.000	15	0	2259	1182.000
1	1	3	1	1.436	9	15	0.000	15	0	2259	1181.000
1	1	3	1	1.453	9	15	0.000	15	0	2259	1179.000
1	1	3	1	1.469	9	15	0.000	15	0	2260	1175.000
1	1	3	1	1.486	9	15	0.000	15	0	2260	1173.000
1	1	3	1	1.502	9	15	0.000	15	0	2261	1170.000
1	1	3	1	1.519	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.536	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.553	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.569	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.586	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.602	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.619	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.636	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.652	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.669	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.686	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.702	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.719	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.736	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.752	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.769	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.786	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.802	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.819	9	15	0.000	15	0	2262	1170.000
1	1	3	1	1.836	1	15	0.250	15	0	2262	1170.000
1	1	3	1	1.853	1	15	0.250	15	1	2262	1170.000
1	1	3	1	1.895	10	15	0.250	15	1	2262	1170.000
1	1	3	1	1.910	10	15	0.250	15	1	2262	1170.000
1	1	3	1	1.925	10	15	0.250	15	1	2262	1170.000
1	1	3	1	1.940	10	15	0.250	15	1	2262	1170.000
1	1	3	1	1.955	10	15	0.250	15	1	2262	1170.000
1	1	3	1	1.970	10	15	0.250	15	1	2262	1170.000
1	1	3	1	1.986	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.001	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.016	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.031	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.046	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.061	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.076	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.091	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.106	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.122	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.137	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.152	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.167	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.182	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.197	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.212	10	15	0.250	15	1	2262	1170.000
1	1	3	1	2.227	10	15	0.250	15	1	2262	1170.000
1	1	4	1	0.023	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.040	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.057	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.073	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.090	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.107	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.123	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.140	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.157	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.173	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.190	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.207	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.223	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.240	9	15	0.000	6	0	2262	1170.000
1	1	4	1	0.257	9	15	0.000	6	0	2259	1170.000
1	1	4	1	0.273	9	15	0.000	6	0	2226	1189.000
1	1	4	1	0.290	9	15	0.000	6	0	2182	1206.000
1	1	4	1	0.307	0	0	0.000	6	0	2127	1226.000
1	1	4	1	0.323	0	0	0.000	6	0	2013	1256.000
1	1	4	1	0.340	0	0	0.000	6	0	1930	1272.000
1	1	4	1	0.357	0	0	0.000	6	0	1812	1291.000
1	1	4	1	0.373	0	0	0.000	6	0	1768	1295.000
1	1	4	1	0.390	0	0	0.000	6	0	1733	1300.000
1	1	4	1	0.407	0	0	0.000	6	0	1705	1303.000
1	1	4	1	0.423	0	0	0.000	6	0	1685	1306.000
1	1	4	1	0.440	0	0	0.000	6	0	1681	1307.000
1	1	4	1	0.457	0	0	0.000	6	0	1681	1307.000
1	1	4	1	0.473	0	0	0.000	6	0	1681	1307.000
1	1	4	1	0.490	0	0	0.000	6	0	1681	1307.000
1	1	4	1	0.507	0	0	0.000	6	0	1680	1308.000
1	1	4	1	0.523	0	0	0.000	6	0	1678	1309.000
1	1	4	1	0.540	0	0	0.000	6	0	1678	1311.000
1	1	4	1	0.557	0	0	0.000	6	0	1675	1314.000
1	1	4	1	0.573	9	4	0.000	6	0	1670	1319.000
1	1	4	1	0.590	9	4	0.000	6	0	1666	1323.000
1	1	4	1	0.606	9	4	0.000	6	0	1662	1328.000
1	1	4	1	0.623	9	4	0.000	6	0	1659	1332.000
1	1	4	1	0.640	9	4	0.000	6	0	1658	1335.000
1	1	4	1	0.657	9	4	0.000	6	0	1657	1336.000
1	1	4	1	0.673	9	4	0.000	6	0	1657	1337.000
1	1	4	1	0.690	9	4	0.000	6	0	1657	1338.000
1	1	4	1	0.707	9	4	0.000	6	0	1656	1339.000
1	1	4	1	0.723	1	4	0.250	6	0	1656	1339.000
1	1	4	1	0.741	1	4	0.250	6	0	1656	1339.000
1	1	4	1	0.757	1	4	0.250	6	0	1656	1339.000
1	1	4	1	0.773	1	4	0.250	6	0	1656	1339.000
1	1	4	1	0.790	1	4	0.250	6	0	1656	1339.000
1	1	4	1	0.807	1	4	0.250	6	0	1656	1339.000
1	1	4	1	0.860	9	4	0.000	6	0	1656	1339.000
1	1	4	1	0.873	9	4	0.000	6	0	1656	1339.000
1	1	4	1	0.890	9	4	0.000	6	0	1656	1339.000
1	1	4	1	0.907	9	4	0.000	6	0	1656	1339.000
1	1	4	1	0.924	9	4	0.000	6	0	1659	1338.000
1	1	4	1	0.940	9	4	0.000	6	0	1685	1328.000
1	1	4	1	0.957	0	0	0.000	6	0	1709	1321.000
1	1	4	1	0.973	0	0	0.000	6	0	1746	1310.000
1	1	4	1	0.990	0	0	0.000	6	0	1793	1293.000
1	1	4	1	1.007	0	0	0.000	6	0	1835	1275.000
1	1	4	1	1.024	0	0	0.000	6	0	1900	1242.000
1	1	4	1	1.040	0	0	0.000	6	0	1940	1222.000
1	1	4	1	1.057	9	11	0.000	6	0	1996	1200.000
1	1	4	1	1.073	9	11	0.000	6	0	2066	1180.000
1	1	4	1	1.090	0	0	0.000	6	0	2114	1173.000
1	1	4	1	1.107	9	15	0.000	6	0	2162	1170.000
1	1	4	1	1.123	9	15	0.000	6	0	2173	1168.000
1	1	4	1	1.140	9	15	0.000	6	0	2178	1168.000
1	1	4	1	1.157	9	15	0.000	6	0	2179	1168.000
1	1	4	1	1.173	9	15	0.000	6	0	2179	1168.000
1	1	4	1	1.190	9	15	0.000	6	0	2180	1168.000
1	1	4	1	1.207	9	15	0.000	6	0	2182	1169.000
1	1	4	1	1.223	9	15	0.000	6	0	2186	1173.000
1	1	4	1	1.240	9	15	0.000	6	0	2192	1178.000
1	1	4	1	1.257	9	15	0.000	6	0	2203	1185.000
1	1	4	1	1.273	9	15	0.000	6	0	2219	1189.000
1	1	4	1	1.290	9	15	0.000	6	0	2245	1195.000
1	1	4	1	1.307	0	0	0.000	6	0	2276	1197.000
1	1	4	1	1.323	0	0	0.000	6	0	2308	1197.000
1	1	4	1	1.340	0	0	0.000	6	0	2319	1195.000
1	1	4	1	1.357	0	0	0.000	6	0	2320	1195.000
1	1	4	1	1.373	0	0	0.000	6	0	2320	1195.000
1	1	4	1	1.390	0	0	0.000	6	0	2320	1195.000
1	1	4	1	1.407	0	0	0.000	6	0	2320	1195.000
1	1	4	1	1.423	0	0	0.000	6	0	2320	1195.000
1	1	4	1	1.440	0	0	0.000	6	0	2320	1195.000
1	1	4	1	1.457	0	0	0.000	6	0	2320	1195.000
1	1	4	1	1.473	0	0	0.000	6	0	2320	1195.000
1	1	4	1	1.490	0	0	0.000	6	0	2318	1195.000
1	1	4	1	1.507	0	0	0.000	6	0	2312	1194.000
1	1	4	1	1.523	0	0	0.000	6	0	2301	1190.000
1	1	4	1	1.540	0	0	0.000	6	0	2293	1188.000
1	1	4	1	1.557	0	0	0.000	6	0	2288	1187.000
1	1	4	1	1.573	0	0	0.000	6	0	2284	1186.000
1	1	4	1	1.590	0	0	0.000	6	0	2279	1186.000
1	1	4	1	1.607	0	0	0.000	6	0	2276	1186.000
1	1	4	1	1.623	0	0	0.000	6	0	2272	1186.000
1	1	4	1	1.640	0	0	0.000	6	0	2268	1185.000
1	1	4	1	1.657	9	15	0.000	6	0	2265	1185.000
1	1	4	1	1.673	9	15	0.000	6	0	2263	1185.000
1	1	4	1	1.690	9	15	0.000	6	0	2262	1184.000
1	1	4	1	1.707	9	15	0.000	6	0	2262	1184.000
1	1	4	1	1.723	9	15	0.000	6	0	2261	1184.000
1	1	4	1	1.740	9	15	0.000	6	0	2260	1184.000
1	1	4	1	1.757	9	15	0.000	6	0	2260	1184.000
1	1	4	1	1.773	9	15	0.000	6	0	2259	1184.000
1	1	4	1	1.790	9	15	0.000	6	0	2257	1184.000
1	1	4	1	1.807	9	15	0.000	6	0	2256	1184.000
1	1	4	1	1.823	9	15	0.000	6	0	2255	1184.000
1	1	4	1	1.840	9	15	0.000	6	0	2252	1184.000
1	1	4	1	1.857	9	15	0.000	6	0	2248	1184.000
1	1	4	1	1.873	9	15	0.000	6	0	2245	1184.000
1	1	4	1	1.890	9	15	0.000	6	0	2240	1184.000
1	1	4	1	1.907	9	15	0.000	6	0	2237	1184.000
1	1	4	1	1.923	9	15	0.000	6	0	2231	1183.000
1	1	4	1	1.940	9	15	0.000	6	0	2230	1183.000
1	1	4	1	1.957	9	15	0.000	6	0	2229	1183.000
1	1	4	1	1.973	9	15	0.000	6	0	2229	1183.000
1	1	4	1	1.990	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.008	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.023	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.040	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.061	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.073	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.090	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.107	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.123	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.140	1	15	0.250	6	0	2229	1183.000
1	1	4	1	2.190	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.207	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.223	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.240	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.257	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.273	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.290	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.307	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.323	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.340	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.357	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.373	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.390	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.407	9	15	0.000	6	0	2229	1183.000
1	1	4	1	2.423	9	15	0.000	6	0	2227	1179.000
1	1	4	1	2.440	9	15	0.000	6	0	2192	1142.000
1	1	4	1	2.457	9	15	0.000	6	0	2176	1130.000
1	1	4	1	2.474	0	0	0.000	6	0	2158	1116.000
1	1	4	1	2.490	0	0	0.000	6	0	2141	1106.000
1	1	4	1	2.507	0	0	0.000	6	0	2134	1101.000
1	1	4	1	2.523	0	0	0.000	6	0	2131	1097.000
1	1	4	1	2.540	0	0	0.000	6	0	2130	1096.000
1	1	4	1	2.557	0	0	0.000	6	0	2130	1094.000
1	1	4	1	2.573	0	0	0.000	6	0	2126	1090.000
1	1	4	1	2.590	0	0	0.000	6	0	2122	1080.000
1	1	4	1	2.607	0	0	0.000	6	0	2110	1067.000
